"ID","Name","Event ID","Title","Date Created","Date Modified","Permalink","Description","Start Date","End Date","Category","Category Slug","Hosts"
"179","Office Hours","1092","Office Hours","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>These biweekly office hours help new champions and those who would like to have guidance into Ki Futures to understand the structure of the program and where to find everything they need to support their sustainability journey.</p>","2022-11-10 08:00:00","2022-11-10 09:00:00","Office Hours","office-hours",""
"180","Douglas &#8211; Regional Network Meeting","752","Douglas &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-11-10 15:00:00","2022-11-10 16:00:00","Regional Network Meeting","regional-network-meeting",""
"181","Kim &#8211; Regional Network Meeting","817","Kim &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-11-10 18:00:00","2022-11-10 19:00:00","Regional Network Meeting","regional-network-meeting",""
"182","Nicole &#8211; Regional Network Meeting","827","Nicole &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-11-11 11:00:00","2022-11-11 12:00:00","Regional Network Meeting","regional-network-meeting",""
"183","Deep Dive: Degrowth with Filka Sekulova","876","Deep Dive: Degrowth with Filka Sekulova","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p><span style=\"font-weight: 400;\">This training focuses on the idea of degrowth that critiques the capitalist system which pursues growth at all costs, instead prioritizing social and environmental wellbeing. Degrowth theories are based on the need to re","2022-11-15 09:00:00","2022-11-15 10:00:00","Deep Dive Training","deep-dive-training",""
"184","Workshop: Alternative Materials with Olivia Ann Carye Hallstein","896","Workshop: Alternative Materials with Olivia Ann Carye Hallstein","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>Join us for fun with art materials! During this workshop, host <span class=\"il\">Olivia</span> Ann Carye Hallstein will help us see the value in our trash, and the possibilities in our creations, and what material sustainability looks like in practice. ","2022-11-23 00:00:00","2022-11-23 01:00:00","Workshop","workshop",""
"185","Office Hours","1094","Office Hours","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>These biweekly office hours help new champions and those who would like to have guidance into Ki Futures to understand the structure of the program and where to find everything they need to support their sustainability journey.</p>","2022-11-24 17:00:00","2022-11-24 18:00:00","Office Hours","office-hours",""
"186","Global Network Meeting: Networking","897","Global Network Meeting: Networking","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>Join us for this installation of our global networking session where you can meet other Ki Futures Champions, Team Members, and Coaches from around the world. Grow your network and your knowledge here.</p>","2022-11-29 17:00:00","2022-11-29 18:00:00","Global Network Meeting","global-network-meeting",""
"187","Core Training: Sustainable Tourism","898","Core Training: Sustainable Tourism","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>In line with Ki Culture&#8217;s sixth Ki Book, Sustainable Tourism outlines the role of culture in promoting sustainable and positive international experiences. Travel makes us richer &#8211; but it can be damaging not only to the planet, but also to c","2022-12-07 00:00:00","2022-12-07 01:00:00","Core Training","core-training",""
"188","Social: Technicians, Designers and Builders","1403","Social: Technicians, Designers and Builders","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>Each first Wednesday of the month, we are inviting everyone to get together during this informal gathering with different themes. This month’s theme is technicians, designers and builders.</p>","2022-12-07 17:00:00","2022-12-07 18:00:00","Social","social",""
"189","Office Hours","1095","Office Hours","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>These biweekly office hours help new champions and those who would like to have guidance into Ki Futures to understand the structure of the program and where to find everything they need to support their sustainability journey.</p>","2022-12-08 00:00:00","2022-12-08 01:00:00","Office Hours","office-hours",""
"190","Alice &#8211; Regional Network Meeting","850","Alice &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-12-13 11:00:00","2022-12-13 12:00:00","Regional Network Meeting","regional-network-meeting",""
"191","Douglas &#8211; Regional Network Meeting","753","Douglas &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-12-15 15:00:00","2022-12-15 16:00:00","Regional Network Meeting","regional-network-meeting",""
"192","Kim &#8211; Regional Network Meeting","818","Kim &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-12-15 18:00:00","2022-12-15 19:00:00","Regional Network Meeting","regional-network-meeting",""
"193","Nicole &#8211; Regional Network Meeting","828","Nicole &#8211; Regional Network Meeting","2022-07-27 05:20:57","2022-07-27 05:29:10","","","2022-12-16 11:00:00","2022-12-16 12:00:00","Regional Network Meeting","regional-network-meeting",""
"194","Deep Dive: Storytelling","877","Deep Dive: Storytelling","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p><span style=\"font-weight: 400;\">Storytelling is not just telling stories. It is a way to engage your audience. This training will explore the most common practices of storytelling with a specific focus on climate change. Even though the majority of env","2022-12-20 17:00:00","2022-12-20 18:00:00","Deep Dive Training","deep-dive-training",""
"195","Office Hours","1096","Office Hours","2022-07-27 05:20:57","2022-07-27 05:29:10","","<p>These biweekly office hours help new champions and those who would like to have guidance into Ki Futures to understand the structure of the program and where to find everything they need to support their sustainability journey.</p>","2022-12-22 08:00:00","2022-12-22 09:00:00","Office Hours","office-hours",""
